Column1	Column2
feewnude	63
fu??orii	63
gagga	63
gbagbo	63
jaayre	63
joo?anii?o	63
karallo	63
lowe	63
maatam	63
maccu?e	63
mbari	63
mohammadu	63
ña?	63
njaha	63
njahii	63
njokki	63
ordinateer	63
ramadaan	63
siynude	63
tags	63
toownde	63
?eewa	63
yimde	63
baroo?e	62
ceene	62
ceerti	62
cerel	62
dame	62
firtata	62
gulaali	62
guur?o	62
haa?aani	62
ho?orde	62
hulde	62
jeliyaa	62
jolde	62
kameruun	62
law?e	62
maaya	62
macungaagu	62
maggol	62
mayram	62
mbaylaandi	62
misiide	62
monde	62
naya?o	62
nayeejo	62
nebam	62
nganndu	62
soomi	62
taariik	62
taaroo	62
tararsa	62
wuddu	62
yahnoo	62
?ellitaade	62
anndeede	61
?ennu?e	61
bismaango	61
boomaare	61
?ural	61
da?ndude	61
?i?a?o	61
doolnude	61
e??aa?e	61
fiyannde	61
fiyi	61
fonadh	61
gi?o	61
ha?ataa	61
hadiis	61
iiñcuru	61
jeenayi	61
jikku	61
jinnaa?o	61
jotondire	61
keeci	61
latiif	61
lomtaade	61
mbiyaten	61
mboros	61
mborosaaji	61
mina	61
ndey	61
neldi	61
ngo?aaji	61
oogir?e	61
payi	61
pul	61
raay	61
rafiiji	61
septaamburu	61
tesko?en	61
tuugii	61
wa?tii	61
woppii	61
xtypo	61
abiword	60
becce	60
biro	60
?urndi	60
dañaani	60
dawi	60
diidorinoo	60
diina	60
doosiyee	60
e??ooji	60
farba	60
farilla	60
fi?taandu	60
funnaange	60
gaagaa	60
haalata	60
inniri	60
ja?i	60
ko?or?e	60
konaate	60
maasina	60
maawiya	60
mamadou	60
marsa	60
mba?ta	60
mbiymi	60
not	60
paami	60
poor	60
safrude	60
soldaat	60
sosde	60
ta?de	60
upr	60
yahdi	60
alluwal	59
bojji	59
bolol	59
dartaade	59
faabaade	59
ha?a	59
hakkundeejo	59
he?ti	59
he?tii	59
hijjoore	59
ibrahima	59
ilam	59
jeeriyel	59
keddii	59
kelme	59
kesiri	59
musi??e	59
ngootiri	59
njahi	59
paawngal	59
salligi	59
seertude	59
sorimalee	59
tii??e	59
tooñannge	59
tuwaareg	59
ummii?e	59
wa?aama	59
warñeende	59
abdalla	58
batuuji	58
cili	58
cod	58
daari	58
dewal	58
diwaan	58
dogde	58
fu??aade	58
geloo?i	58
idiriisa	58
kaggu?e	58
looti	58
mbasu	58
mbay	58
mbooc	58
more	58
ñamri	58
pennda	58
petoro?	58
salminii	58
senerooji	58
tampere	58
ta?i	58
tigirigi	58
to??aade	58
ustude	58
vuitton	58
winndaa	58
woorunoo	58
beldital	57
biyetee?e	57
bon?i	57
caafe	57
cehilaagal	57
?aa	57
daranii	57
demokarasii	57
éducatif	57
fiilaa	57
go?ngal	57
haako	57
hasii	57
holli	57
hollita	57
jey	57
jihaadi	57
jikkuuji	57
jolfu?e	57
joli	57
jowitii?i	57
kaari	57
maggo	57
mbooy	57
mboyna	57
ñabbuuli	57
ngaanndi	57
njenanaa	57
nootitaade	57
rawaandu	57
roondii	57
seerndude	57
sellaani	57
sheex	57
sunna	57
wa?etee	57
?ayri	56
bonnde	56
booñ	56
feeñde	56
gasii	56
jaasi	56
jam?e	56
kacce	56
kalifa	56
ñameele	56
nanondire	56
njuumri	56
noddaango	56
soninké	56
su?aade	56
tant	56
tata?al	56
tawiino	56
to??agol	56
tule	56
wo??ude	56
annda	55
baroo?e	55
bismaade	55
cabbi	55
cakkitii?i	55
cumu	55
daar	55
daranii?e	55
dewo	55
dowrowo	55
gadane	55
gi?li	55
gollorgal	55
haaletee	55
heewa	55
ho?i	55
hu?eere	55
jaambaaro	55
jordan	55
keer	55
laa??o	55
laamaade	55
mba?aama	55
mbelaa	55
miijii	55
natta	55
ndiaye	55
ndokkaa	55
ngaddi	55
ngartii	55
notamment	55
parlemaa	55
sallige	55
seefaa	55
senngoor	55
sewnde	55
sinemaa	55
site	55
tata	55
teddeendi	55
toute	55
wallidii?e	55
wiyiino	55
yahdu	55
yahrata	55
bien	54
bongo	54
bonngo	54
cedeao	54
?a??iri	54
?immo	54
dokkal	54
?ooftaade	54
fawde	54
fooftere	54
gaasuuji	54
garde	54
hokki	54
hurayrata	54
ibraahiim	54
jaale	54
jeese	54
jikke	54
jiy?e	54
luulndii?e	54
luutndere	54
mate	54
mbabba	54
mbootu	54
mehre	54
moritaninaajo	54
muddo	54
ñaama	54
ñaawoo?e	54
ndañi	54
ñebbe	54
ngardi	54
rfi	54
rokkata	54
sarwisaaji	54
semmbinde	54
sheek	54
siilo	54
soodde	54
speaking	54
toow?e	54
tumarankoo?e	54
tuugaade	54
wiyetee?e	54
woniino	54
wonndi	54
wontaa	54
yiyaani	54
yo?	54
all	53
daarol	53
dar?e	53
?ereeji	53
dewbo	53
?owngu	53
duule	53
école	53
ganndu?o	53
gurel	53
guwerneer	53
hiraande	53
hollirii	53
ittaa	53
jeyaa?e	53
joo?ii?o	53
jusqu	53
justice	53
kanel	53
kiir?eeli	53
konsa	53
lelii	53
lelnude	53
mba?aani	53
moodi	53
muudo	53
ñaawooje	53
ngadanu	53
njaajeendi	53
njeegomo	53
njiyi	53
oroo	53
paamen	53
rogere	53
rokkeede	53
samba	53
statut	53
tago	53
tiggu	53
tii?de	53
tunisii	53
waawii	53
wataraa	53
yarlitaare	53
yetta	53
araani	52
?oggol	52
?urata	52
cuurki	52
dawaa?i	52
deedi	52
duttor?e	52
ejipt	52
fijirde	52
ginol	52
he?iino	52
he?aade	52
hettere	52
jarribo	52
kanndaa	52
katante	52
kawral	52
laatii	52
maggel	52
mbeki	52
ndaña	52
ngaddani	52
?akkere	52
pergitte	52
sababuuji	52
safroo?e	52
sera	52
siiri	52
tawetee	52
ummiima	52
université	52
waaw	52
wa?di	52
weytaare	52
wonannde	52
africaine	51
ameriknaajo	51
arata	51
?ennunde	51
ceertu?i	51
fitinaaji	51
fu??i	51
gollordu	51
ha?aa	51
halfinaa	51
himmude	51
jahroowo	51
jaltugol	51
jibnaa?o	51
kaalata	51
laamuyankooje	51
lam?am	51
maayaani	51
ñaamee	51
ndonkii	51
ngannden	51
ngo??eeki	51
ngoo?oo	51
nja?ii	51
njeetato	51
peewal	51
termes	51
udditde	51
wallita	51
web	51
wonno	51
yahyaa	51
yowitiinde	51
yu??ineede	51
années	50
ba?e	50
bari	50
bel?o	50
?iyum	50
?urngal	50
ceeraani	50
cuusal	50
dahaa?e	50
debi	50
deh	50
dikel	50
état	50
fowru	50
geese	50
gollii	50
halfinaa?e	50
heddaade	50
heerto	50
hinnde	50
ho?de	50
janngii	50
jean	50
jokkondiri	50
joo?iima	50
kippu	50
koy	50
laataade	50
maawiyaa	50
mawndu	50
mosimage	50
ñawndugol	50
ndulumaaji	50
oya	50
pele	50
roondaade	50
ruttaade	50
selli	50
siftini	50
sokli	50
sud	50
travail	50
udditii	50
weddii	50
wiyatee	50
wo?ee?e	50
woppaani	50
yummiraa?e	50
asii	49
?ami	49
bani	49
demokaraasii	49
?erewol	49
falaade	49
fannuyankoo?e	49
fotnde	49
haawnaaki	49
hollii	49
holliri	49
ira	49
jakel	49
jamfa	49
jayngol	49
jibinde	49
jiimde	49
kaaw	49
lahal	49
like	49
limtude	49
lui	49
maawiyya	49
magreb	49
martaba	49
muusa	49
naala?koo?e	49
ñaawoowo	49
ndañaani	49
ndonu	49
njokka	49
nobel	49
?anaa	49
pot?i	49
reentaade	49
ruggiyankoo?e	49
sale	49
salminde	49
salmini	49
soklaaji	49
soofaaji	49
timmu?o	49
wuur	49
yaawi	49
yirlaa?e	49
yoo?i	49
yowitaade	49
abel	48
afo	48
al?u?e	48
alkamisa	48
anta	48
asammbele	48
birooji	48
caamaaba	48
cikki	48
coggu	48
cuwaa	48
?aminaa	48
gellaay	48
haalee	48
hajju	48
heddoo	48
ho?dii?e	48
jaari	48
jaaynoowo	48
janngir?e	48
jeynge	48
kalifaandi	48
ke?a	48
liisee	48
maggu	48
masi?aaji	48
mbaydiiji	48
mbiy	48
mbunndi	48
mee?iino	48
mesures	48
murto	48
naamnii	48
nawaa	48
nden	48
nduun	48
ni??ere	48
njaltudi	48
reenoo?e	48
renndinde	48
saahal	48
sa?i	48
sens	48
seppoo?e	48
sileymaan	48
tarawore	48
toowde	48
tuuba	48
uddi	48
wa?ani	48
wa??e	48
warii	48
waynoo	48
yaafuya	48
yahata	48
yalta	48
ymam	48
addan	47
amo	47
aroore	47
?ennu?o	47
boy	47
diskuur	47
dono	47
e??oore	47
fii	47
gardo	47
gollodii?e	47
halay?e	47
horma	47
jibnaa?e	47
jiilgol	47
kaawis	47
keewnoo	47
mbayliigaaji	47
namruuja	47
njani	47
njiylawu	47
ordinateeruuji	47
pekaan	47
rewata	47
ronki	47
sosiyetee	47
teskinde	47
travers	47
ummanaade	47
usta	47
waawataa	47
wan	47
will	47
woppa	47
yawaare	47
yiytaa	47
abada	46
allaahu	46
anndinde	46
année	46
baro	46
?ooyde	46
?uu?ol	46
cosi	46
cu?ii	46
daawe	46
enternet	46
fois	46
gaay	46
goodal	46
huu?nude	46
jaabii	46
jibinaa?o	46
kaal?en	46
keerii?i	46
kolaa?e	46
laamii?o	46
mayru	46
mbiyetee	46
mee?i	46
meeri	46
mustafaa	46
ñaawde	46
ngar	46
ngenndiyankaagal	46
njanguuji	46
njoginoo	46
njogitaaje	46
raasin	46
rim?e	46
rokku	46
saada	46
sarr	46
tawtoraa?e	46
they	46
tii?naare	46
wadde	46
waraa?e	46
wela	46
welaani	46
yahdaani	46
yejjitde	46
yettoode	46
addande	45
anndee	45
anndireede	45
binndaa?e	45
cadre	45
cinnde	45
faami	45
filmo	45
gadii?o	45
gartirgol	45
heeda	45
hormaade	45
inan	45
jallu?i	45
jiboo	45
jombaajo	45
kamaruun	45
kulhuli	45
kumaanda?	45
laasana	45
mbaroodi	45
meet	45
muhammad	45
ñaagoo	45
naatirde	45
nanngude	45
ndaa	45
ndaamordi	45
ndewa	45
njahdi	45
njetta	45
njoli	45
paandaale	45
padi	45
saamori	45
siisee	45
tafde	45
temps	45
ufdg	45
ufp	45
wara	45
wonndude	45
yooro	45
addanii	44
araaraay	44
?ooy?e	44
celluka	44
daddah	44
dañaama	44
dariima	44
?awre	44
?i?mal	44
dingire	44
dinngiral	44
dogi	44
dokkirgol	44
dunli	44
eddaaji	44
foolde	44
golloo?e	44
ha?taade	44
hatojini	44
itali	44
jkw	44
john	44
joofni	44
jowitiingal	44
juutii	44
kasooji	44
kopporeeje	44
lasli	44
malinaa?e	44
manna	44
manngaan	44
mba?tii	44
mbeltii	44
mnla	44
ñaawir?e	44
nanondiri	44
ndaara	44
ndiwri	44
neldude	44
ngarta	44
ngooroondi	44
niseer	44
njettiima	44
pete	44
sa?ne	44
sarde	44
selon	44
so?e	44
source	44
tawaaka	44
wayno	44
wertallo	44
wuurii	44
www	44
yarlitii?e	44
yeewtidde	44
?ellitgol	44
?etta	44
?iye	44
artu?e	43
ayaawo	43
bal	43
banndum	43
?okki	43
cas	43
catii?e	43
cinndel	43
daara	43
doga	43
ekkolaaji	43
ende	43
faraysenaajo	43
fiyde	43
haalaani	43
haalirde	43
haalnoo	43
habrude	43
hucciti	43
inndo	43
jaamburee?e	43
ja?ataa	43
jaggi	43
jeyaaka	43
juuraade	43
kaa?oo	43
kalfinaangal	43
kañje	43
ko?digal	43
koko	43
larme	43
leelaani	43
leñ?i	43
luulndii	43
mauritanienne	43
mbaawii	43
militaire	43
naala?ke	43
ñaamdu	43
nations	43
ngannda	43
ngayde	43
njuuteeki	43
pe?eeli	43
pel?ondire	43
rawane	43
sakkee?e	43
sayko	43
taa?al	43
takki	43
tee?tinde	43
tolniima	43
waynii	43
wenus	43
yaaji	43
yettaaki	43
yuurnitaade	43
aksidaa	42
bakkaa	42
beresiil	42
biraan	42
bisaawo	42
?iy?e	42
biy?o	42
boowe	42
buur	42
ce??e	42
cew?i	42
?amaawu	42
?oyngol	42
duko	42
dunndu	42
faama	42
gaññeeje	42
gollondiral	42
gostondiral	42
haa?de	42
hawrii	42
heddi	42
hiirnaange	42
iraan	42
jaaynoo?e	42
jaynge	42
jiidaani	42
jowitii?o	42
kayri	42
kebe	42
kesol	42
li?i	42
loi	42
maabu?e	42
mise	42
misranaa?e	42
musid?e	42
muslim	42
ñaagiima	42
ñalli	42
nda??udi	42
ne??anke	42
ngaandi	42
njaatigi	42
njiyataa	42
njogitaari	42
njum	42
?akki	42
ownugol	42
punndi	42
rokkee	42
salli	42
sañ	42
seerndi	42
taaske	42
tawtoraa	42
teen	42
terme	42
timma	42
togo	42
tooro??e	42
tulde	42
wiyatnoo	42
wo??aani	42
yanaande	42
?eewee	42
yettoo	42
yima	42
addanta	41
afp	41
artiri	41
asaambele	41
battane	41
beetawe	41
bel?i	41
biyatee?o	41
bo?eejo	41
boosoya	41
?urngo	41
cereeli	41
daarorgal	41
dañaa	41
daneejo	41
denndaa?o	41
ebola	41
etaasiwil	41
genaale	41
gonngal	41
has	41
hatantee?e	41
hawra	41
hawrude	41
haydara	41
hayiti	41
horde	41
itta	41
jannga	41
jenti	41
jettoo?e	41
jimoowo	41
keewii	41
kolli	41
korsa	41
laanel	41
maars	41
mahdi	41
mawninii	41
mayo	41
miñi	41
nanndo	41
nattu	41
ñaw?e	41
ndammiri	41
niiseriyaa	41
njogoram	41
podooje	41
pu?i	41
sakkitii	41
samwiyee	41
seedanteeje	41
seekubaa	41
siwol	41
tabitingol	41
takkusaan	41
teel?u?e	41
tii?nde	41
ton	41
uddude	41
ummini	41
ummu	41
waawata	41
warkoyee?e	41
wayli	41
?amoo?e	41
?efti	41
yenanaa	41
yi?noo	41
yonii	41
yoo?ii	41
alanaa	40
anair	40
?allaade	40
banndi	40
biyeteengol	40
cee?u	40
daesh	40
deeniyankoo?e	40
doktoree?e	40
ejipti	40
elim	40
fiya	40
fotiri	40
gardinoo?o	40
hakilantaagal	40
jaabtaade	40
jalo?	40
jeddi	40
jeegi	40
jontinooje	40
kaaloowo	40
kañji	40
keddii?o	40
laamii?e	40
limooje	40
lollirde	40
lomto	40
lor	40
loraa	40
lutti	40
mbiyiino	40
meeteer	40
nasa	40
ngonndi	40
niijeer	40
ñii?e	40
njoorndi	40
nootiima	40
otel	40
pi?le	40
pollugol	40
pu?al	40
riis	40
riiwtude	40
rowi	40
ruttoo	40
sanamuuji	40
tawasul	40
tinndol	40
tokooso	40
udditgol	40
waaw?e	40
wattindii	40
weltii	40
wuurtinde	40
yaa	40
yamiraa	40
?ettaa	40
yiya	40
ardinaa	39
ba?noo?i	39
bilkiis	39
boli	39
?oornii	39
?ooy	39
buubaaji	39
ciiri	39
cubbu	39
?aanaade	39
dabbunde	39
daroo	39
den?iraagal	39
duumiinde	39
fasoo	39
feewaani	39
futuro	39
gertoo?e	39
haandi	39
haawniinde	39
hakkundeere	39
hasan	39
hokkude	39
hon	39
innama	39
jaawara	39
jeertinde	39
jeynaba	39
jeyngol	39
jippunde	39
jofi	39
joo?or?e	39
joopii	39
kaliifa	39
keeringal	39
konunkoo?e	39
kuutoroo	39
laa?tu?i	39
lappi	39
leer	39
ley?iire	39
malaa?o	39
medda	39
militaaji	39
mintu	39
naamnaade	39
naseer	39
ndariindi	39
ngo?ndi	39
niw	39
njiidi	39
renndude	39
sahara	39
siforii	39
sompude	39
taaraade	39
tagoodi	39
tee?tini	39
teskeede	39
there	39
vie	39
wa?anaa	39
wa?nde	39
woyndu	39
wullitaango	39
yamre	39
yarde	39
yilliyankoo?e	39
yimoo?e	39
yiyaa	39
ablaay	38
anndini	38
ardo	38
aroo?e	38
baaw?i	38
bada	38
?ooy?i	38
?uu?ri	38
da??o	38
?anle	38
dewe	38
dire	38
fajiri	38
falastiin	38
fiyaaku	38
habrii	38
hollande	38
idi	38
jaabtii	38
jaggal	38
jinneeji	38
jubbannde	38
kalaas	38
kawle	38
ke?e	38
kooninkoo?e	38
kulle	38
laa?ii	38
laa?tu?e	38
laakara	38
maanaa	38
marok	38
mbaaw?en	38
mbedda	38
mbiyeteeka	38
moolinoo?e	38
mo??inde	38
nayiim	38
ngadda	38
ngonata	38
ngoong?ini	38
njelaari	38
nji?mi	38
njilluuji	38
njokkondiri	38
njoorto	38
nodda	38
région	38
rewam	38
sanndarmori	38
sarkozy	38
sillaa	38
soit	38
tanaa	38
tijjaan	38
turki	38
tuumaa	38
vérifié	38
votre	38
wayata	38
weeti	38
wiyri	38
yettini	38
?iiwoonde	38
arnoo	37
?aleeji	37
baylo	37
belaa	37
bonii	37
compugol	37
dokkitgol	37
e??o	37
ender	37
etiima	37
etoo	37
faawru	37
ferlo	37
foksineeruuji	37
fotnoo?e	37
fuutanke	37
gidimaka	37
golliima	37
haakem	37
haalani	37
hakkilantaagal	37
hawrunoo	37
he?ata	37
heeriinde	37
hirjino	37
hohoo?e	37
inaal	37
juin	37
ke?ti	37
kerecee	37
koy?ol	37
laa?tude	37
luurdi	37
maayndu	37
mawneeki	37
naatiri	37
naatna	37
ndonngo	37
ngulli	37
njahri	37
njaltini	37
njeenaaje	37
nofru	37
paama	37
poo?ondiral	37
reeni	37
safar	37
sam	37
sawuud	37
seerde	37
senaa	37
sifaade	37
softeende	37
strong	37
surtout	37
teddini	37
tiinde	37
tokosel	37
version	37
wii	37
winndoo?e	37
wiyetenoo	37
wonataa	37
woniri	37
wontata	37
wulaango	37
wullitaade	37
yahda	37
?eewen	37
addunoo	36
annebi	36
attaar	36
baar	36
?akkere	36
ba?	36
base	36
bel?e	36
bonngoo	36
?ooytaani	36
?urngol	36
daraame	36
daraniinde	36
darnude	36
dogdu	36
faatiha	36
faayodinde	36
farayseyaagal	36
federba	36
fidaawu	36
fotata	36
haram	36
he?tinde	36
humpitaade	36
jaañ	36
ja??ugol	36
kaalaani	36
koyeera	36
laataaki	36
lam	36
ley	36
li?tugu	36
lonngere	36
marqueur	36
matematik	36
mba?tu	36
mbakke	36
mbiyee	36
mbiyeteendi	36
meerkuur	36
moolii	36
mo??al	36
muu?um	36
ñamaale	36
nawa	36
ñawan?e	36
neli	36
nganndee	36
ngartaa	36
ngenndiiji	36
ngoraagu	36
niger	36
ñii?irde	36
nja?i	36
njamndi	36
njeyaaka	36
njeyi	36
nord	36
nuun?u?o	36
omaar	36
paytu?e	36
piyi	36
rapport	36
saaluu	36
siñcaan	36
suleymaan	36
supiteer	36
tagooje	36
tawtoranoo?e	36
teskini	36
tottirgol	36
uddital	36
usa	36
waawnude	36
wade	36
wa?iino	36
yillaade	36
yonaa?e	36
yoo?de	36
about	35
addu	35
alaano	35
alasaan	35
alors	35
añde	35
anndii	35
aof	35
bay?i	35
berbeer	35
binnditgol	35
bonnata	35
day	35
deggondir?i	35
donnaay	35
ekon	35
faddu?e	35
fedannde	35
felo	35
fotii	35
gaawol	35
ganndiwal	35
gede	35
gondu?o	35
ismaayiila	35
israyiil	35
jibinii	35
jogoraani	35
joo?anii?e	35
just	35
kaalaten	35
kilooji	35
kodda	35
kural	35
kuudetaaji	35
liingu	35
mahi	35
mai	35
manndaaji	35
mbaar	35
mbiyatnoo	35
moni	35
muntagaa	35
ndokka	35
nehaande	35
nelda	35
ngon?aa	35
ngummii	35
nicolas	35
ñi?de	35
peeral	35
saaktude	35
salaare	35
santarafrik	35
satigi	35
senaare	35
sokla	35
some	35
ta?a	35
tee?tinii	35
timmungal	35
tinndi	35
to??ii?e	35
toowndu	35
toujours	35
vers	35
waare	35
wa?noo?e	35
wo’tere	35
wootde	35
woppu	35
yejjit	35
yettoyaade	35
aout	34
baklet	34
?amti	34
baylagol	34
??	34
bommbo	34
bonni	34
boombi	34
buklet	34
burgu	34
cokli	34
dakar	34
daneeji	34
?anniyankoo?e	34
dartagol	34
dee?de	34
demokarasi	34
di?iral	34
diwde	34
?um'en	34
duwii	34
étaient	34
fodoore	34
foor	34
fusi	34
gaajo	34
gargol	34
gasataa	34
haa?ngo	34
haaji	34
hawi	34
he?noo	34
heeñere	34
huutortoo	34
ibliis	34
inniraa	34
ittaani	34
jaati	34
jagana	34
jiiloowo	34
jojji	34
joo?oo	34
joofii	34
juula	34
ka?i	34
kah	34
kanadaa	34
kanngal	34
kawrii	34
keewngu	34
kettuki	34
kilomeeteer	34
km2	34
kooninke	34
kunu?e	34
kuutorgal	34
laamuyankoore	34
lelni	34
loraa?e	34
lulnde	34
manière	34
mauritaniens	34
mawnugol	34
mee?noo?o	34
membres	34
ñaami	34
nattude	34
ndewaani	34
ndokkee	34
ndonki	34
ngartu	34
nimsa	34
njaatige	34
njiya	34
njiyaten	34
njurum	34
oo?o	34
oolel	34
pawi	34
pellitii	34
raison	34
remru	34
saako	34
salndu	34
samiyel	34
seeren?e	34
simme	34
sinsinaati	34
sinuwaa	34
société	34
taartol	34
tafi	34
ta?oo?e	34
teskuyaaji	34
tokoose	34
waylo	34
werlaade	34
winndunoo	34
wondunoo	34
woodnoo	34
?eewi	34
yooltude	34
afiriik	33
also	33
annabaa?e	33
baa?i	33
baalnde	33
baawal	33
baylaa	33
baylugol	33
?etde	33
bidsee	33
binndoowo	33
buubakar	33
coodguuli	33
cosaan	33
cuus?o	33
da?ndu	33
?immere	33
dipiteeji	33
dogata	33
dumunnaaji	33
duumaade	33
également	33
fergo	33
filñitaare	33
firtude	33
fmi	33
gadani	33
garlol	33
gata	33
goong?ini	33
haadii	33
hawwaa	33
he?tini	33
himme	33
hootde	33
jaaba	33
jaaynir?e	33
jah?o	33
jaltu?e	33
joganii	33
jokkorde	33
joofnirde	33
juillet	33
jumaaji	33
kaalaaka	33
kaasamaasa	33
kii?al	33
koor?o	33
leggal	33
locuteurs	33
lonngor?e	33
loonde	33
maabo	33
mawka	33
mba?ataa	33
mbaggu	33
muusde	33
mythe	33
naamnoo	33
naane	33
naftoraade	33
nanondirde	33
ngonmi	33
ngoppi	33
njaltii	33
nji?noo	33
njiyaani	33
?oral	33
pottitte	33
resi	33
rewa	33
ruttude	33
sankiima	33
sanndee	33
sarwiis	33
scolaire	33
sedaar	33
senegaalnaajo	33
sidibee	33
suddii?e	33
tata?ol	33
tellii	33
tonngi	33
uddii	33
ummii?o	33
yamirii	33
yiiloobanngoo	33
yu??ude	33
?ul?e	33
aaw	32
adsense	32
anniyii	32
ba??i	32
?adtaade	32
bam?i	32
?ennundu	32
biir	32
?uraa	32
?urani	32
caafal	32
calii?o	32
ceertu?e	32
ciynugol	32
dabbe	32
dagii	32
damga	32
demminaare	32
dentitee	32
di??e	32
diiri	32
dikko	32
donngal	32
eskey	32
eto	32
farayseere	32
feso	32
fin	32
finaa	32
firawna	32
firtaani	32
fonngo	32
fuladu	32
gallery	32
garaangal	32
gbagboo	32
golal	32
goppitgol	32
haalaama	32
haalpulaar'en	32
habree	32
hampaate	32
hirjinde	32
huutoroo	32
irak	32
ittii	32
jamaaji	32
janngaani	32
jiggo	32
joomi	32
ka??ondiral	32
kaddingol	32
kette	32
kolliri	32
kurum	32
labbo	32
leeso	32
maama	32
mawki	32
mawm	32
mbaraa	32
mbaraama	32
meeriiji	32
metti	32
mots	32
naat	32
ndii?oo	32
novembre	32
nulal	32
part	32
pi?ondiral	32
porfeseer	32
resde	32
ronkaama	32
salii?e	32
sall	32
sammbi	32
saraade	32
seto	32
sey?aane	32
siyneede	32
sosiyateeji	32
sowiyet	32
sudaa	32
taaniiko	32
taccinanoo?e	32
takkii	32
tanaaji	32
tawaasul	32
teddi	32
teskoo	32
these	32
timmii	32
tinndinooje	32
waawnde	32
wa?taa	32
wasiyii	32
waylu?e	32
wiris	32
wonani	32
woondoore	32
yiyti	32
yuumtude	32
adii?e	31
afin	31
agence	31
?adaade	31
bak	31
binta	31
bonnugol	31
?ooyataa	31
ceede	31
ceenal	31
cees	31
cikkatnoo	31
coñal	31
cu?aari	31
?a??irde	31
daneeje	31
?awaa?e	31
demoowo	31
doggi	31
españool	31
fagguduyankeewo	31
fcfa	31
fiilde	31
ganndaa?o	31
golleede	31
gorel	31
haalande	31
hawriti	31
hokkaa	31
hooreleydaagu	31
itaali	31
ittataa	31
jaaraa	31
jaaw?e	31
ja??al	31
jalee?e	31
janane	31
jofnde	31
jokku	31
juurii	31
keewa	31
kiri	31
koninkaagu	31
kore	31
ku?eeje	31
laa?aani	31
laa?tunde	31
laawii	31
lee?i	31
lepte	31
les?e	31
lolliri	31
luulndiinde	31
mandelaa	31
meccal	31
microsoft	31
mooloyii	31
most	31
murtu?e	31
mutal	31
ñaagaade	31
ñaawaa	31
nanaani	31
nanataa	31
nanndude	31
nawii	31
nderndere	31
ndernderi	31
ndewii	31
ngarmi	31
ngaska	31
ngo??i	31
njaakorii	31
njee?i?o	31
njeyanoo	31
njiidaa	31
normanndi	31
peccitagol	31
piggal	31
ra??i?de	31
renndi	31
rewii	31
sa?ti	31
safra	31
sa?kii	31
seconde	31
situation	31
taaya	31
tamnaa?o	31
tannjaa	31
tawaama	31
tawti	31
territoire	31
tiimaandi	31
timmaani	31
tinde	31
to??aa?o	31
tonngoo?e	31
transition	31
tuf?e	31
unies	31
wa?tu	31
who	31
windows	31
wirwirnde	31
world	31
wulde	31
yaa?ani	31
yee?oo?e	31
yeeyde	31
yim	31
yu??inaa	31
abdoulaye	30
adraar	30
afriknaajo	30
alfalah	30
baaruuji	30
baccili	30
ba?aa?e	30
?adii?o	30
bajjo	30
bakkatuuji	30
bay?o	30
beelinaa?e	30
?enna	30
boko	30
cal?i	30
calminaali	30
colli	30
cukalon	30
daabiya	30
?a??a	30
?acci	30
darnga	30
dartinde	30
dee	30
dokku?o	30
?omka	30
dum	30
élèves	30
époque	30
faamii	30
fu??oo	30
fuuñeyaagal	30
garoowo	30
goobuuji	30
haal	30
haalaaka	30
ha?ii	30
hebori	30
hudu	30
hui	30
isin	30
jaggude	30
jammi	30
jannginii	30
jolii	30
joofnude	30
kaaliino	30
ka?ooje	30
kidaal	30
kine	30
klerk	30
kollirii	30
la?i	30
lamiin	30
language	30
lelngo	30
ley?iijo	30
maantini	30
mawndi	30
mbaadiiji	30
mbaawen	30
mba?noo	30
mikoroo	30
mohamed	30
moofti	30
musibbaaji	30
naatani	30
naatata	30
naatnii	30
ñaawirdu	30
naniraama	30
ndonaandi	30
nduwanoo	30
neere	30
ngaddaa	30
nganndu?en	30
ngontaa	30
ngonti	30
ngoppa	30
nguurdam	30
ñi?ii	30
njalta	30
njeenayo	30
njima	30
njoo?ii	30
nombre	30
nouvelle	30
?ari	30
oole	30
république	30
rewindo	30
rôle	30
ronoo?e	30
safaruuji	30
sella	30
siforaade	30
siftinii	30
sirlu	30
soudan	30
tawatnoo	30
tel	30
their	30
tii?a	30
tinii	30
totti	30
ubbit	30
ustugol	30
wa?dude	30
wallu	30
wattan	30
waylaare	30
werlii	30
wertaango	30
wirnii	30
women	30
wonan	30
wonndii?e	30
wooroo	30
yarhammu	30
ama	29
artu	29
baa	29
?aawo	29
baka	29
bakkaar	29
bar?o	29
belsik	29
booli	29
cappan?e	29
comcol	29
daakaa	29
daarel	29
?a?ol	29
danndude	29
dimle	29
dokke	29
faddaade	29
feccude	29
fespaco	29
fiilaama	29
foo?tude	29
gawdal	29
gayi	29
giroo?e	29
haanaani	29
ha?anaade	29
halfini	29
he??itii	29
hesnii?e	29
hiisetee	29
humpitooji	29
iraak	29
jahoowo	29
janngu	29
jawe	29
jawtu?e	29
jibiriil	29
jogo	29
jogoo	29
jogor?o	29
jokkii	29
jokkondirii	29
jolngo	29
joopaade	29
julaa?e	29
juude	29
juuli	29
juumre	29
juutnde	29
kaangaa?o	29
kerooje	29
koohoowo	29
kooli	29
koon	29
koppolaani	29
kubaa	29
kuutortoo	29
leepte	29
leslesre	29
lobbudu	29
majjaani	29
maslaha	29
maure	29
mbaasii	29
mbaaw	29
mbaaw?aa	29
